image_id,labels
3615381155_noise_1.jpg,1
1295121717_new_shadow_2.jpg,2
3863749717_shadow_2.jpg,2
2958407027_noise_4.jpg,4
train-cbsd-1114_noise_1.jpg,1
2467650038_new_shadow_0.jpg,0
train-cbsd-493_shear_1.jpg,1
2609143290.jpg,2
3495104174_hue4_2.jpg,2
train-cbsd-1115_hue2_1.jpg,1
train-cbsd-1021.jpg,1
train-cbb-263_hue2_0.jpg,0
2250638663_hue3_2.jpg,2
3577187521.jpg,4
train-cbsd-1435_rotate_1.jpg,1
4120741228_shear_3.jpg,3
train-cbsd-712_shadow_1.jpg,1
890232152_hue3_3.jpg,3
46965268_rotate_4.jpg,4
3812991688_new_shadow_3.jpg,3
train-cmd-696_rotate_3.jpg,3
3773593656_hue4_4.jpg,4
3927071065_shear_3.jpg,3
train-cgm-595_hue3_2.jpg,2
train-cbsd-359_hue4_1.jpg,1
719168391_new_shadow_3.jpg,3
3443403628_shear_3.jpg,3
851450770_new_shadow_0.jpg,0
train-cgm-516_shadow_2.jpg,2
2431603043_hue2_3.jpg,3
2494192748_hue2_4.jpg,4
1552281514_hue2_2.jpg,2
1841093794_noise_2.jpg,2
3546582626_shadow_0.jpg,0
3955442838_rotate_0.jpg,0
2807251321_shadow_0.jpg,0
3023321786_shear_0.jpg,0
train-cbb-252_hue1_0.jpg,0
train-cbsd-1329_noise_1.jpg,1
1633652647_hue3_4.jpg,4
2907262343_noise_0.jpg,0
train-cbb-256_rotate_0.jpg,0
1730671477_hue4_2.jpg,2
2629155801_hue2_2.jpg,2
1059498220_hue3_3.jpg,3
708802382_hue2_3.jpg,3
2571585254_rotate_0.jpg,0
1965850227_hue2_4.jpg,4
1593718763_hue1_1.jpg,1
train-cbb-329_shear_0.jpg,0
948836344_new_shadow_4.jpg,4
42586742_hue3_1.jpg,1
2185068357.jpg,2
792936600_new_shadow_4.jpg,4
1359969815.jpg,2
2974027386_hue1_0.jpg,0
437673562.jpg,4
2089375202_hue3_4.jpg,4
2751521123_hue2_3.jpg,3
690578148_noise_3.jpg,3
1947066099_rotate_0.jpg,0
train-cbb-222_hue2_0.jpg,0
train-cgm-274_hue4_2.jpg,2
1938616867_hue4_1.jpg,1
train-cbsd-808_shear_1.jpg,1
1465743713_hue3_3.jpg,3
2123622289_hue1_1.jpg,1
742519691_hue3_4.jpg,4
2363936376_noise_1.jpg,1
3433794190_hue1_3.jpg,3
train-cbsd-463_new_shadow_1.jpg,1
3821611662_rotate_1.jpg,1
391046193_hue4_4.jpg,4
train-cgm-489_hue1_2.jpg,2
train-cmd-584_hue2_3.jpg,3
train-cbsd-1341_new_shadow_1.jpg,1
4083711449.jpg,4
2571585254_shear_0.jpg,0
4292386497_new_shadow_2.jpg,2
2548136673_shear_4.jpg,4
4287369745_hue3_3.jpg,3
3344181813_hue3_3.jpg,3
2298308938_rotate_0.jpg,0
train-cbb-208_noise_0.jpg,0
train-cbsd-719_hue2_1.jpg,1
train-cbb-450_hue2_0.jpg,0
4007185339_new_shadow_1.jpg,1
813017538_hue3_3.jpg,3
2489922453_new_shadow_4.jpg,4
1700324452_rotate_0.jpg,0
1668873896_new_shadow_4.jpg,4
train-cgm-342_shear_2.jpg,2
1644666369_hue4_3.jpg,3
3986526512_hue1_3.jpg,3
167313296.jpg,0
2689732222_rotate_3.jpg,3
train-cgm-317_noise_2.jpg,2
464695635_shear_4.jpg,4
train-cbsd-21_rotate_1.jpg,1
train-cbb-420_shear_0.jpg,0
190928103_shadow_2.jpg,2
813017538_new_shadow_3.jpg,3
3906485843.jpg,1
410291053_noise_2.jpg,2
train-cbsd-464_shear_1.jpg,1
1598087640_new_shadow_3.jpg,3
1634561629_shadow_3.jpg,3
1933911755_new_shadow_2.jpg,2
2933959901_rotate_0.jpg,0
train-cbb-373_hue4_0.jpg,0
train-healthy-156_hue4_4.jpg,4
3571866681_hue4_0.jpg,0
2916689767_shear_4.jpg,4
2008117756_shadow_0.jpg,0
train-cmd-1028_hue3_3.jpg,3
2167049261_hue4_2.jpg,2
2056096028_hue1_2.jpg,2
3957612771_noise_2.jpg,2
3540543335_rotate_1.jpg,1
train-healthy-264_hue1_4.jpg,4
train-cbb-286_shadow_0.jpg,0
3652447934_shadow_0.jpg,0
train-cbsd-427_shear_1.jpg,1
2639460445_hue1_2.jpg,2
3708657911_shadow_0.jpg,0
3716704922_shadow_2.jpg,2
1698873307_new_shadow_1.jpg,1
train-cbb-276_rotate_0.jpg,0
133303828_hue3_4.jpg,4
4037509269_hue2_3.jpg,3
2681562878_rotate_4.jpg,4
2164217173_hue1_0.jpg,0
train-cbsd-774_rotate_1.jpg,1
2350885510_new_shadow_3.jpg,3
2470178164_hue1_1.jpg,1
1756729974_new_shadow_2.jpg,2
549334343_rotate_1.jpg,1
1021655183_hue1_2.jpg,2
2021674610_hue1_0.jpg,0
760333191_hue1_3.jpg,3
3746460884_hue3_3.jpg,3
train-cbb-21_rotate_0.jpg,0
3723227529_hue3_4.jpg,4
4250729106_hue3_3.jpg,3
1164692375_new_shadow_2.jpg,2
3059290007_hue1_4.jpg,4
2647322567_shear_0.jpg,0
1083535091_hue4_4.jpg,4
train-cbsd-493_hue2_1.jpg,1
2557274516_new_shadow_3.jpg,3
3975873583_hue3_2.jpg,2
3413587734_new_shadow_1.jpg,1
train-cbb-373_rotate_0.jpg,0
1514588016_hue4_1.jpg,1
train-healthy-71_hue2_4.jpg,4
train-cbsd-910_hue4_1.jpg,1
721232616_noise_3.jpg,3
2854519294_hue4_1.jpg,1
1824197654_shear_4.jpg,4
4170892667.jpg,2
1878129720_hue3_4.jpg,4
686214048.jpg,3
3288339403_rotate_3.jpg,3
train-cbsd-1362_hue3_1.jpg,1
train-cbb-86_shear_0.jpg,0
1218759874_new_shadow_4.jpg,4
2318255553_noise_0.jpg,0
4175483651_rotate_4.jpg,4
692022283_shear_2.jpg,2
train-cbsd-535_new_shadow_1.jpg,1
1083021605_noise_4.jpg,4
1497799028.jpg,4
1148629594_hue4_4.jpg,4
3323262594_hue3_3.jpg,3
2219671077_hue1_1.jpg,1
181667206_hue4_4.jpg,4
2884234372.jpg,2
2258065803_hue2_4.jpg,4
4183847559_hue3_2.jpg,2
4217871378_hue1_2.jpg,2
train-cbsd-370_hue4_1.jpg,1
125989393.jpg,3
512575634_rotate_0.jpg,0
2076904625_rotate_0.jpg,0
train-cbsd-647.jpg,1
118373722_shadow_3.jpg,3
2200120036_hue3_1.jpg,1
62053025_hue3_3.jpg,3
train-cbsd-41_shear_1.jpg,1
1641786362_rotate_2.jpg,2
592251506_rotate_0.jpg,0
3213680701_hue3_2.jpg,2
3969515_new_shadow_2.jpg,2
1258444443.jpg,0
train-healthy-260_hue4_4.jpg,4
3296986189_hue2_3.jpg,3
train-cbsd-1293_new_shadow_1.jpg,1
train-cbb-178_noise_0.jpg,0
3794501318.jpg,3
2703459386_hue3_2.jpg,2
2714659610_shear_2.jpg,2
train-healthy-216_new_shadow_4.jpg,4
3283916939_hue1_3.jpg,3
1510845223_hue2_4.jpg,4
3302044032_hue3_0.jpg,0
107801790_new_shadow_4.jpg,4
train-cbsd-860_shadow_1.jpg,1
2347718160_rotate_0.jpg,0
train-cmd-2428_noise_3.jpg,3
train-cmd-2267_hue2_3.jpg,3
3577187521_new_shadow_4.jpg,4
train-healthy-291.jpg,4
223143311_new_shadow_2.jpg,2
train-cbsd-986_shadow_1.jpg,1
1497853421_hue2_0.jpg,0
3757075482_shear_0.jpg,0
211733181_rotate_4.jpg,4
3693752040_hue3_4.jpg,4
1364472347_shear_4.jpg,4
2344567219_shadow_0.jpg,0
3897147846_noise_1.jpg,1
2319698131_hue3_4.jpg,4
train-healthy-127.jpg,4
547270823_new_shadow_3.jpg,3
train-cbsd-1408_hue1_1.jpg,1
train-cbsd-716_rotate_1.jpg,1
3370579462_new_shadow_2.jpg,2
385495929_hue2_4.jpg,4
2406261775_hue4_0.jpg,0
1213348737_hue2_2.jpg,2
3401765971_hue1_4.jpg,4
288799887.jpg,3
986888785_rotate_0.jpg,0
106217104_shear_3.jpg,3
1341035168_new_shadow_3.jpg,3
2997913778_noise_4.jpg,4
train-cbb-333_hue3_0.jpg,0
3717608172_hue4_2.jpg,2
1770197152_new_shadow_4.jpg,4
3953901317.jpg,4
2556955265_rotate_4.jpg,4
3468010447_hue2_4.jpg,4
2226299947.jpg,1
train-cmd-1404_hue3_3.jpg,3
360706290_hue3_4.jpg,4
1506979895.jpg,3
4214804223_shear_1.jpg,1
train-cgm-195_new_shadow_2.jpg,2
9224019_shear_1.jpg,1
4049425598_hue3_2.jpg,2
train-cbb-180_shear_0.jpg,0
733701690.jpg,0
1994247876_shadow_1.jpg,1
1586567598.jpg,2
3571564283_hue2_2.jpg,2
779799514_shear_4.jpg,4
train-cmd-1383_rotate_3.jpg,3
2105186227_hue1_0.jpg,0
3153252617_hue2_1.jpg,1
1778971646_shadow_0.jpg,0
3650033539_hue4_2.jpg,2
2668114223_hue1_2.jpg,2
train-cgm-639_hue1_2.jpg,2
2262263316_noise_1.jpg,1
814722861_shear_0.jpg,0
2541897274_shear_2.jpg,2
297419714.jpg,3
4278290945_new_shadow_2.jpg,2
train-cbsd-1374_hue2_1.jpg,1
3380501855_shear_4.jpg,4
train-cbsd-1147_hue3_1.jpg,1
3812225296_hue4_2.jpg,2
1790319061_hue3_1.jpg,1
train-cbsd-1431_new_shadow_1.jpg,1
3700407204.jpg,3
3495209227_hue2_0.jpg,0
2690440092_noise_3.jpg,3
2179057801_hue2_4.jpg,4
2301906836_shadow_1.jpg,1
4207507257_shadow_4.jpg,4
2935338789_shadow_3.jpg,3
178880482_rotate_1.jpg,1
779647083_noise_3.jpg,3
833990099_rotate_3.jpg,3
2732825636_hue3_1.jpg,1
296641971_noise_3.jpg,3
1164773152_hue4_4.jpg,4
4122883459_hue4_4.jpg,4
468599121.jpg,4
3116212268_hue4_2.jpg,2
3261438787_shadow_2.jpg,2
train-cbsd-759_hue3_1.jpg,1
3149877253_hue1_3.jpg,3
3964066128_hue4_3.jpg,3
110359894_hue1_4.jpg,4
3370446446_hue2_1.jpg,1
1091414887_hue2_3.jpg,3
907434734_shadow_2.jpg,2
4213221330_hue4_3.jpg,3
train-cgm-318_new_shadow_2.jpg,2
2242172318_shear_1.jpg,1
1049791378_new_shadow_4.jpg,4
3529758139_shadow_2.jpg,2
1403068754_hue3_0.jpg,0
1844847808_hue3_0.jpg,0
4171083166_shear_2.jpg,2
241616775_hue3_4.jpg,4
3873395164_new_shadow_2.jpg,2
2365464309_new_shadow_4.jpg,4
347892415_hue4_2.jpg,2
3413855723_new_shadow_1.jpg,1
train-cbsd-260_new_shadow_1.jpg,1
401560785_hue2_3.jpg,3
1282512262_hue1_3.jpg,3
3339139247_hue2_2.jpg,2
1523038784_rotate_0.jpg,0
693164586_hue1_3.jpg,3
1432552358_shear_3.jpg,3
3403835665_hue3_4.jpg,4
1477652298_hue3_1.jpg,1
train-cbsd-993_hue2_1.jpg,1
1712961040_shear_2.jpg,2
train-cbb-11.jpg,0
train-healthy-98_shadow_4.jpg,4
283668600_noise_1.jpg,1
1713720885_hue3_3.jpg,3
7635457_hue2_0.jpg,0
4172480899_hue2_0.jpg,0
1600157246_new_shadow_3.jpg,3
